transaction_id,txn_date,from_account_id,to_account_id,external_party,external_country,amount,channel,description
T01124,2026-05-16,A0040,,Grocery,,211,CARD,Everyday spend
T01125,2026-05-16,A0040,,Utility Co,,83,ACH,Everyday spend
T01126,2026-05-24,A0040,,Grocery,,485,CARD,Everyday spend
T01127,2026-05-27,,A0040,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T01128,2026-06-01,A0040,,Utility Co,,367,CARD,Everyday spend
T01129,2026-06-03,A0040,,Insurer,,609,ACH,Everyday spend
T01130,2026-06-02,A0040,,Utility Co,,322,ACH,Everyday spend
T01131,2026-06-08,A0040,,Utility Co,,678,ACH,Everyday spend
T01132,2026-06-10,,A0040,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T01133,2026-06-13,A0040,,Utility Co,,191,CARD,Everyday spend
T01134,2026-06-20,A0040,,Streaming,,838,CARD,Everyday spend
T01135,2026-06-19,A0040,,Streaming,,392,ACH,Everyday spend
T01136,2026-06-24,,A0040,EMPLOYER PAYROLL,,2384.62,ACH,Salary
T01137,2026-07-05,A0040,,Utility Co,,537,ACH,Everyday spend
T01138,2026-06-27,A0040,,Grocery,,322,ACH,Everyday spend
T01139,2026-07-04,A0040,,Utility Co,,663,ACH,Everyday spend
T01140,2026-04-01,,A0041,CASH DEPOSIT,,3821,CASH,Daily receipts
T01141,2026-04-03,,A0041,CASH DEPOSIT,,5028,CASH,Daily receipts
T01142,2026-04-04,,A0041,CASH DEPOSIT,,2401,CASH,Daily receipts
T01143,2026-04-06,,A0041,CASH DEPOSIT,,3300,CASH,Daily receipts
T01144,2026-04-08,,A0041,CASH DEPOSIT,,2282,CASH,Daily receipts
T01145,2026-04-10,,A0041,CASH DEPOSIT,,5548,CASH,Daily receipts
T01146,2026-04-12,,A0041,CASH DEPOSIT,,3473,CASH,Daily receipts
T01147,2026-04-14,,A0041,CASH DEPOSIT,,5652,CASH,Daily receipts
T01148,2026-04-16,,A0041,CASH DEPOSIT,,5715,CASH,Daily receipts
T01149,2026-04-17,,A0041,CASH DEPOSIT,,5759,CASH,Daily receipts
T01150,2026-04-18,,A0041,CASH DEPOSIT,,2750,CASH,Daily receipts
T01151,2026-04-20,,A0041,CASH DEPOSIT,,5246,CASH,Daily receipts
T01152,2026-04-22,,A0041,CASH DEPOSIT,,5370,CASH,Daily receipts
T01153,2026-04-24,,A0041,CASH DEPOSIT,,3303,CASH,Daily receipts
T01154,2026-04-26,,A0041,CASH DEPOSIT,,4677,CASH,Daily receipts
T01155,2026-04-27,,A0041,CASH DEPOSIT,,2969,CASH,Daily receipts
T01156,2026-04-29,,A0041,CASH DEPOSIT,,3065,CASH,Daily receipts
T01157,2026-05-01,,A0041,CASH DEPOSIT,,5234,CASH,Daily receipts
T01158,2026-05-03,,A0041,CASH DEPOSIT,,5310,CASH,Daily receipts
T01159,2026-05-05,,A0041,CASH DEPOSIT,,5562,CASH,Daily receipts
T01160,2026-05-06,,A0041,CASH DEPOSIT,,4310,CASH,Daily receipts
T01161,2026-05-07,,A0041,CASH DEPOSIT,,2468,CASH,Daily receipts
T01162,2026-05-09,,A0041,CASH DEPOSIT,,5106,CASH,Daily receipts
T01163,2026-05-11,,A0041,CASH DEPOSIT,,2755,CASH,Daily receipts
T01164,2026-05-12,,A0041,CASH DEPOSIT,,2911,CASH,Daily receipts
T01165,2026-05-13,,A0041,CASH DEPOSIT,,5784,CASH,Daily receipts
T01166,2026-05-14,,A0041,CASH DEPOSIT,,5628,CASH,Daily receipts
T01167,2026-05-15,,A0041,CASH DEPOSIT,,3221,CASH,Daily receipts
T01168,2026-05-16,,A0041,CASH DEPOSIT,,4069,CASH,Daily receipts
T01169,2026-05-17,,A0041,CASH DEPOSIT,,3676,CASH,Daily receipts
T01170,2026-05-18,,A0041,CASH DEPOSIT,,3322,CASH,Daily receipts
T01171,2026-05-20,,A0041,CASH DEPOSIT,,5573,CASH,Daily receipts
T01172,2026-05-22,,A0041,CASH DEPOSIT,,4268,CASH,Daily receipts
T01173,2026-05-24,,A0041,CASH DEPOSIT,,4802,CASH,Daily receipts
T01174,2026-05-25,,A0041,CASH DEPOSIT,,4990,CASH,Daily receipts
T01175,2026-05-26,,A0041,CASH DEPOSIT,,3190,CASH,Daily receipts
T01176,2026-05-28,,A0041,CASH DEPOSIT,,4202,CASH,Daily receipts
T01177,2026-05-30,,A0041,CASH DEPOSIT,,2927,CASH,Daily receipts
T01178,2026-06-01,,A0041,CASH DEPOSIT,,4603,CASH,Daily receipts
T01179,2026-06-03,,A0041,CASH DEPOSIT,,3610,CASH,Daily receipts
T01180,2026-06-04,,A0041,CASH DEPOSIT,,5631,CASH,Daily receipts
T01181,2026-06-06,,A0041,CASH DEPOSIT,,5267,CASH,Daily receipts
T01182,2026-06-07,,A0041,CASH DEPOSIT,,3367,CASH,Daily receipts
T01183,2026-06-08,,A0041,CASH DEPOSIT,,3783,CASH,Daily receipts
T01184,2026-06-09,,A0041,CASH DEPOSIT,,2867,CASH,Daily receipts
T01185,2026-06-10,,A0041,CASH DEPOSIT,,5710,CASH,Daily receipts
T01186,2026-06-11,,A0041,CASH DEPOSIT,,4851,CASH,Daily receipts
T01187,2026-06-12,,A0041,CASH DEPOSIT,,4975,CASH,Daily receipts
T01188,2026-06-13,,A0041,CASH DEPOSIT,,3302,CASH,Daily receipts
T01189,2026-06-15,,A0041,CASH DEPOSIT,,4302,CASH,Daily receipts
T01190,2026-06-16,,A0041,CASH DEPOSIT,,5741,CASH,Daily receipts
T01191,2026-06-17,,A0041,CASH DEPOSIT,,4141,CASH,Daily receipts
T01192,2026-06-18,,A0041,CASH DEPOSIT,,4851,CASH,Daily receipts
T01193,2026-06-19,,A0041,CASH DEPOSIT,,4662,CASH,Daily receipts
T01194,2026-06-20,,A0041,CASH DEPOSIT,,3116,CASH,Daily receipts
T01195,2026-06-22,,A0041,CASH DEPOSIT,,4691,CASH,Daily receipts
T01196,2026-06-24,,A0041,CASH DEPOSIT,,5119,CASH,Daily receipts
T01197,2026-06-26,,A0041,CASH DEPOSIT,,3935,CASH,Daily receipts
T01198,2026-06-28,,A0041,CASH DEPOSIT,,5688,CASH,Daily receipts
T01199,2026-04-28,,A0005,CASH DEPOSIT,,9600,CASH,Used car sale
T01200,2026-05-30,A0042,,Tenant Refund,,1800,ACH,Deposit return
T01201,2026-06-26,A0042,,Tenant Refund,,2000,ACH,Deposit return
T01202,2026-06-14,A0042,,Tenant Refund,,1200,ACH,Deposit return
T01203,2026-04-01,A0042,,Tenant Refund,,1800,ACH,Deposit return
T01204,2026-06-11,A0042,,Tenant Refund,,1800,ACH,Deposit return
T01205,2026-05-09,A0042,,Tenant Refund,,1200,ACH,Deposit return
T01206,2026-06-01,A0042,,Tenant Refund,,1200,ACH,Deposit return
T01207,2026-05-14,A0042,,Tenant Refund,,1800,ACH,Deposit return
T01208,2026-06-21,A0042,,Tenant Refund,,1800,ACH,Deposit return
T01209,2026-05-06,A0042,,Tenant Refund,,1800,ACH,Deposit return
T01210,2026-06-23,A0042,,Tenant Refund,,1800,ACH,Deposit return
T01211,2026-04-25,A0042,,Tenant Refund,,1500,ACH,Deposit return
T01212,2026-06-06,A0042,,Tenant Refund,,1500,ACH,Deposit return
T01213,2026-04-08,A0042,,Tenant Refund,,2000,ACH,Deposit return
T01214,2026-06-24,A0042,,Tenant Refund,,1800,ACH,Deposit return
T01215,2026-06-27,A0042,,Tenant Refund,,1500,ACH,Deposit return
T01216,2026-04-04,A0042,,Tenant Refund,,2000,ACH,Deposit return
T01217,2026-05-08,A0042,,Tenant Refund,,1800,ACH,Deposit return
T01218,2026-05-24,A0042,,Tenant Refund,,2000,ACH,Deposit return
T01219,2026-05-20,A0042,,Tenant Refund,,1200,ACH,Deposit return
T01220,2026-06-14,A0042,,Tenant Refund,,1500,ACH,Deposit return
T01221,2026-05-14,A0042,,Tenant Refund,,1500,ACH,Deposit return
T01222,2026-06-08,A0043S,A0043,,,45000,INTERNAL,Move savings for home repair
T01223,2026-04-20,,A0044,Fidelity Brokerage,United States,250000,WIRE,Brokerage liquidation
T01224,2026-05-04,,A9001,CASH DEPOSIT,,9100,CASH,Cash deposit Chicago-Loop
T01225,2026-05-05,,A9001,CASH DEPOSIT,,9400,CASH,Cash deposit Naperville
T01226,2026-05-07,,A9001,CASH DEPOSIT,,9100,CASH,Cash deposit Chicago-Loop
T01227,2026-05-08,,A9001,CASH DEPOSIT,,9750,CASH,Cash deposit Naperville
T01228,2026-05-10,,A9001,CASH DEPOSIT,,9400,CASH,Cash deposit Chicago-Loop
T01229,2026-05-12,,A9001,CASH DEPOSIT,,9600,CASH,Cash deposit Naperville
T01230,2026-05-13,,A9001,CASH DEPOSIT,,9100,CASH,Cash deposit Chicago-Loop
T01231,2026-05-15,,A9001,CASH DEPOSIT,,8600,CASH,Cash deposit Naperville
T01232,2026-05-16,,A9001,CASH DEPOSIT,,9400,CASH,Cash deposit Chicago-Loop
T01233,2026-05-18,,A9001,CASH DEPOSIT,,9100,CASH,Cash deposit Naperville
T01234,2026-05-20,,A9001,CASH DEPOSIT,,9750,CASH,Cash deposit Chicago-Loop
T01235,2026-06-02,,A9100,Meridian Offshore Ltd,Cyprus,320000,WIRE,Inbound consulting fee
T01236,2026-06-03,A9100,A9101,,,77683.0,INTERNAL,Project disbursement
T01237,2026-06-04,A9100,A9102,,,78658.0,INTERNAL,Project disbursement
T01238,2026-06-03,A9100,A9103,,,78598.0,INTERNAL,Project disbursement
T01239,2026-06-04,A9100,A9104,,,79406.0,INTERNAL,Project disbursement
T01240,2026-06-05,A9101,,Apex Trade Services FZE,United Arab Emirates,76741.0,WIRE,Vendor payment
T01241,2026-06-06,A9102,,Apex Trade Services FZE,United Arab Emirates,75929.0,WIRE,Vendor payment
T01242,2026-06-07,A9103,,Apex Trade Services FZE,United Arab Emirates,74318.0,WIRE,Vendor payment
T01243,2026-06-05,A9104,,Apex Trade Services FZE,United Arab Emirates,75713.0,WIRE,Vendor payment
